Año de Adjudicación,Tipo,Área Geográfica,País,ONGD,Siglas ONGD,Título,Código,Importe total,Plurianual (Si/No),nº de anualidades,Año 1ª (o única) anualidad,Importe 1ª (o única) anualidad €,Año 2ª anualidad,Importe 2ª anualidad €,Año 3ª anualidad,Importe 3ª anualidad €,Año 4ª anualidad,Importe 4ª anualidad €
2006,PROYECTO,AMÉRICA LATINA,El Salvador,ASSOCIACIO COOPERACCIO,COOPERACCIO,MEJORA DE LAS CAPACIDADES PARA ENFRENTAR LAS SITUACIONES DE VIOLENCIA CONTRA LAS MUJERES - EL SALVADOR,06-PR1-065,186779,No,1,2006,186779,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,ASSOCIACIO COOPERACCIO,COOPERACCIO,POTENCIANDO EL USO DE HERRAMIENTAS PARA EVALUAR EL IMPACTO DE GÉNERO ENTRE LAS ONGD ESPAÑOLAS - ESPAÑA,06-PR1-072,52739,No,1,2006,52739,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACION COMERCIO PARA EL DESARROLLO,COPADE,DESARROLLO EDUCATIVO Y SOCIOECONÓMICO DE POBLACIÓN VULNERABLE A TRAVÉS DEL COMERCIO JUSTO Y LA CERTIFICACIÓN FORESTAL FSC EN HONDURAS,06-PR1-141,79721,No,1,2006,79721,0,0,0,0,0,0
2006,PROYECTO,EUROPA ORIENTAL,Albania,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,EMPLEABILIDAD Y EMPODERAMIENTO DE LA MUJER RURAL Y/O MIGRANTE EN SU ENTORNO MÁS PRÓXIMO (ALBANIA),06-PR1-122,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACION ECOLOGIA Y DESARROLLO,ECOLOGIA Y DESARROLLO,INCLUSION SOCIO-LABORAL DE MUJERES JOVENES URBANO-MARGINALES Y RURALES EN CORDOBA (ARGENTINA),06-PR1-266,130000,No,1,2006,130000,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,FUNDACION ECOLOGIA Y DESARROLLO,ECOLOGIA Y DESARROLLO,DESARROLLO LIMPIO: PROMOVIENDO LA LUCHA CONTRA LA POBREZA A TRAVÉS DE PROYECTOS DE PREVENCIÓN DEL CAMBIO CLIMÁTICO,06-PR1-318,61900,No,1,2006,61900,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Nicaragua,ASOCIACION ENTREPUEBLOS,ENTREPUEBLOS,DESARROLLO DE UNA ESTRATEGIA DE COMUNICACIÓN PARA LA DEFENSA DE LA SOBERANÍA ALIMENTARIA Y EL DERECHO A LA ALIMENTACIÓN,06-PR1-091,100000,No,1,2006,100000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Perú,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,EDUCACIÓN PRODUCCIÓN Y DESARROLLO. FORTALECIMIENTO DE LA EDUCACIÓN BÁSICA Y TÉCNICO-PRODUCTIVA EN EL VALLE DEL COLCA”,06-PR1-224,212000,No,1,2006,212000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Bolivia,EDUCACION SIN FRONTERAS - ESPAÑA,ESF,DIGNIDAD Y CALIDAD EDUCATIVA PARA LOS MÁS DESFAVORECIDOS. MANCOMUNIDAD DE MUNICIPIOS DE LA CUENCA DEL CAINE. ARBIETO Y TARATA. DEPTO DE COCHABAMBA,06-PR1-227,300000,No,1,2006,300000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Paraguay,"FUNDACION ACCION SOCIAL, EDUCACIÓN Y TIEMPO LIBRE, ESPLAI",ESPLAI,"OPORTUNIDADES EN EQUIDAD DE GÉNERO Y DESARROLLO SOSTENIBLE INCREMENTANDO LAS CAPACIDADES Y AUTONOMÍA DE LAS MUJERES (CIUDAD DE LIMPIO, PARAGUAY)",06-PR1-155,100000,No,1,2006,100000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION DE AYUDA CONTRA LA DROGADICCION,FAD,"DESARROLLO COMUNITARIO DEL MUNICIPIO DE EL ALTO (LA PAZ),TOMANDO COMO EJE CENTRAL DE LA ACTUACIÓN EL TRABAJO CON NIÑAS, NIÑOS Y JÓVENES DE Y EN LA CAL",06-PR1-005,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Nicaragua,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,ASEGURAMIENTO DE LA CALIDAD DEL MEDICAMENTO Y MEJORA DE LA INFORMACIÓN A LA POBLACIÓN Y PROFESIONALES DE LA SALUD EN SU USO RACIONAL EN NICARGUA,06-PR1-021,320000,No,1,2006,320000,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,FARMACEUTICOS MUNDI,FARMACEUTICOS MUNDI,PROGRAMA DE FORMACIÓN UNIVERSITARIA ESPECIALIZADA EN SALUD Y ATENCIÓN FARMACÉUTICA EN COOPERACIÓN Y ACCIÓN HUMANITARIA ENGLOBADO EN LOS ODM,06-PR1-108,63051,No,1,2006,63051,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,FEDERACION ESPAÑOLA DE RELIGIOSOS DE ENSEÑANZA TITULARES DE CENTROS CATOLICOS (FERE - CECA),FERE-CECA,PROGRAMA ON-LINE DE ESPECIALISTA EN EDUCACIÓN PARA LA SOLIDARIDAD Y EL DESARROLLO EN CENTROS EDUCATIVOS,06-PR1-169,18000,No,1,2006,18000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION INTERNACIONAL  PARA EL DESARROLLO LOCAL Y SOCIAL,FIADELSO,"PROYECTO DE MEJORA DEL ACCESO Y LA CALIDAD DEL SECTOR EDUCATIVO EN LA MUNICIPALIDAD DE TACOBAMBA, BOLIVIA",06-PR1-302,150000,No,1,2006,150000,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,FUNDACION IBEROAMERICANA PARA EL DESARROLLO,FIDE,"CAMPAÑA DE SENSIBILIZACIÓN: HAGAS LO QUE HAGAS, MUÉVETE HACIA LOS 8 OBJETIVOS DEL MILENIO",06-PR1-301,64000,No,1,2006,64000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Honduras,FUNDACION IBEROAMERICANA PARA EL DESARROLLO,FIDE,"ACCESO EFICIENTE A AGUA DE CALIDAD PARA LOS HABITANTES DE 16 COMUNIDADES RURALES DEL MUNICIPIO DE FLORIDA, COPAN",06-PR1-342,137635,No,1,2006,137635,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACION IBEROAMERICANA PARA EL DESARROLLO,FIDE,AUMENTO DE LA AUTONOMÍA POLÍTICA Y SOCIAL DE LAS MUJERES EN LA MANCOMUNIDAD ANDINA DE COCHABAMBA,06-PR1-347,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACIO INTERNACIONAL OLOF PALME,FIOP,"CENTRO COMUNITARIO PARA MUJERES Y NIÑOS EN JERICÓ, PALESTINA",06-PR1-215,252344,No,1,2006,252344,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,FUNDACION INTERNACIONAL DE SINTESIS ARQUITECTONICA,FISA,ARTESANÍA Y ARTES POPULARES DEL ÁFRICA DEL OESTE: CREACIÓN DE UN FONDO EXPOSITIVO PARA EXPOSICIONES ITINERANTES EN ESPAÑA Y ÁFRICA,06-PR1-016,183617,No,1,2006,183617,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,FUNDACION INTERNACIONAL DE SINTESIS ARQUITECTONICA,FISA,CREACIÓN DE UN CENTRO DE CAPACITACIÓN EN ARTES APLICADAS Y ARTESANÍA PARA ADOLESCENTES DE LA CALLE EN BAMAKO,06-PR1-018,320379,No,1,2006,320379,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,FUNDACION INTERNACIONAL DE SINTESIS ARQUITECTONICA,FISA,"CREACIÓN DE UN TALLER COMUNITARIO DE ALFARERÍA Y CERÁMICA PARA 50 MUJERES EN BAMAKO, MALI.",06-PR1-019,184320,No,1,2006,184320,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Etiopía,FUNDACION PROMOCION SOCIAL DE LA CULTURA,FPSC,"CREACIÓN Y PUESTA EN MARCHA DEL CENTRO DE SALUD DE ATENCIÓN PRIMARIA SAN GABRIEL, ADDIS ABEBA, ETIOPÍA",06-PR1-146,504572,No,1,2006,504572,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Argentina,FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,FUDEN,FORTALECIMIENTO DE LA COMPETENCIA CIENTÍFICO-TÉCNICA DE LOS RECURSOS HUMANOS DE ENFERMERÍA DEL SISTEMA PÚBLICO DE SALUD DE LA PROVINCIA DE CATAMARCA,06-PR1-326,100000,No,1,2006,100000,0,0,0,0,0,0
2006,PROYECTO,ASIA,Vietnam,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA,EXPERIENCIA PILOTO DE DESARROLLO RURAL CON BASE TERRITORIAL (DRBT) EN THAI NGUYEN: FORTALECIMIENTO INSTITUCIONAL Y PLANES DE INNOVACIÓN RURAL FASE II,06-PR1-307,287563.37,No,1,2006,287563.37,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Honduras,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA,REDUCCIÓN DE LA VULNERABILIDAD DE LOS PEQUEÑOS PRODUCTORES CAFETALEROS ANTE LAS CRISIS DE SEGURIDAD ALIMENTARIA - FASE II,06-PR1-320,450000,No,1,2006,450000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Nicaragua,COMUNIDAD ETEA COMPAÑIA DE JESUS PROVINCIA BETICA,FUNDACION ETEA," REDUCCIÓN DE LA POBREZA DE LOS PEQUEÑOS Y MEDIANOS PRODUCTORES DE CAFE EN LA CUENCA DEL LAGO APANÁS (JINOTEGA, NICARAGUA)",06-PR1-340,160000,No,1,2006,160000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,FUNDACION INSTITUTO INTERNACIONAL DEL TEATRO MEDITERRANEO,FUNDACION IITM,"OTRO ISLAM, OTRO OCCIDENTE",06-PR1-144,80000,No,1,2006,80000,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,FUNDACION CANARIA PARA EL DESARROLLO SOCIAL,FUNDESCAN,REDUCIENDO DISTANCIAS: ACCESO AL TRABAJO Y APODERAMIENTO DE LA MUJER EN CABO VERDE,06-PR1-346,201150,No,1,2006,201150,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,FUNDACION CANARIA PARA EL DESARROLLO SOCIAL,FUNDESCAN,DESCENTRALIZACION MUNICIPAL Y DESARROLLO LOCAL: AGENTES DE DESARROLLO LOCALY GABINETES MUNICIPALES DE DESARROLLO LOCAL PARA LA LUCHA CONTRA LA POBREZA,06-PR1-361,137660,No,1,2006,137660,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Territorios Palestinos,FUNDACION DESARROLLO SOSTENIDO,FUNDESO,MEJORAR LAS CAPACIDADES SOCIO-ECONÓMICAS DE LOS AGRICULTORES AFECTADOS POR EL “MURO DE SEPARACIÓN” EN TUL KAREM,06-PR1-084,314074,No,1,2006,314074,0,0,0,0,0,0
2006,PROYECTO,ASIA,Filipinas,FUNDACION DESARROLLO SOSTENIDO,FUNDESO,"FORTALECIMIENTO DEL DESARROLLO HUMANO DE 9 COMUNIDADES INDÍGENAS DE LA REGIÓN DE CARAGA, MINDANAO, FILIPINAS A TRAVÉS DE LA RECUPERACIÓN DE LOS DERECH",06-PR1-184,315917,No,1,2006,315917,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Senegal,FUNDACION DESARROLLO SOSTENIDO,FUNDESO,"MEJORA DE LA SITUACIÓN SANITARIA Y AMBIENTAL DE LAS POBLACIONES DE LA COMUNA DE FOUNDIOUGNE, LAS COMUNIDADES RURALES DE DJIRNDA, BASSOUL Y TOUBACOUTA",06-PR1-285,174000,No,1,2006,174000,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Mali,GEOLOGOS DEL MUNDO,GM,ABASTECIMIENTO DE AGUA A COMUNIDADES RURALES DE LA DIÓCESIS DE SAN (MALI) - 2ª FASE,06-PR1-247,129412,No,1,2006,129412,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,El Salvador,GEOLOGOS DEL MUNDO,GM,FORTALECIMIENTO DE LA GESTIÓN AMBIENTAL EN LOS MUNICIAPIOS DEL GOLFO DE FONSECA,06-PR1-248,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,ASOCIACION HEGOA INSTITUTO DE ESTUDIOS SOBRE DESARROLLO Y COOPERACIÓN INTERNACIONAL DE BILBAO,HEGOA,GÉNERO EN LA EDUCACIÓN PARA EL DESARROLLO: TEMAS DE DEBATE NORTE-SUR PARA LA AGENDA POLÍTICA DE LAS MUJERES. (EN AGRUPACIÓN CON ACSUR).,06-PR1-031,160000,No,1,2006,160000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Ecuador,"ASOCIACION HUAUQUIPURA ""ENTRE HERMANOS""",HUAUQUIPURA," APOYO A LA MUJER AMAZÓNICA DE SUCUMBÍOS; PROGRAMAS DE PROMOCIÓN MICROEMPRESARIAL, REFORESTACIÓN Y FORMACIÓN DE TECNÓLOGAS.",06-PR1-288,235000,No,1,2006,235000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION HUMANISMO Y DEMOCRACIA,HUMANISMO Y DEMOCRACIA,MEJORA DE LA CAPACIDAD PRODUCTIVA CON ENFOQUE DE CALIDAD DE LOS CACAOCULTORES DE LA REGIÓN ESTE DE REPÚBLICA DOMINICANA,06-PR1-363,250000,No,1,2006,250000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Túnez,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ICID,APOYO AL EMPODERAMIENTO ECONÓMICO Y A LA CIUDADANÍA DE LAS MUJERES DE TRES BARRIOS DE LA CIUDAD DE TÚNEZ.,06-PR1-349,80000,No,1,2006,80000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,INICIATIVAS DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ICID,ESTRATEGIA INTEGRAL DE DEFENSA Y PROMOCIÓN DE LOS DERECHOS HUMANOS DE LAS MUJERES VÍCTIMAS DEL CONFLICTO ARMADO INTERNO EN EL VALLE DEL CAUCA,06-PR1-366,80000,No,1,2006,80000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,El Salvador,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,"DINAMIZADA LA ECONOMÍA FAMILIAR Y COOPERATIVA PARA LA REDUCCIÓN DE LA POBREZA EN COMUNIDADES RURALES DE LA LIBERTAD, EL SALVADOR",06-PR1-079,150000,No,1,2006,150000,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,PRIMERA FASE DE LA ESCUELA DE FORMACIÓN DE PROFESORES DE MALANJE. (EN AGRUPACIÓN CON HUMANA).,06-PR1-207,500000,No,1,2006,500000,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Mozambique,FUNDACION IEPALA INSTITUTO DE ESTUDIOS POLITICOS PARA AMERICA LATINA Y AFRICA,IEPALA,MEJORA DEL SECTOR EDUCATIVO Y FORTALECIMIENTO INSTITUCIONAL DE LA UNIÓN GENERAL DE COOPERATIVAS (UGC) DE MAPUTO. (EN AGRUPACIÓN CON HUMANA).,06-PR1-257,500000,No,1,2006,500000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Bolivia,FUNDACIO INTERARTS PER A LA COOPERACIO CULTURAL INTERNACIONAL,INTERARTS,INSTRUMENTOS CULTURALES PARA LA MEJORA DE LA SALUD SEXUAL Y REPRODUCTIVA,06-PR1-274,124760,No,1,2006,124760,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,FUNDACIO INTERARTS PER A LA COOPERACIO CULTURAL INTERNACIONAL,INTERARTS,FOMENTO DE EMPRENDEDORES CULTURALES Y CREATIVOS PARA EL DESARROLLO,06-PR1-279,175616,No,1,2006,175616,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,República Dominicana,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,EDUCACIÓN EN VALORES CIUDADANOS (ENFOQUE DE GÉNERO Y DIÁLOGO INTERCULTURAL) DE AGENTES SOCIALES DE LA FRONTERA R.DOMINICANA-HAITÍ,06-PR1-183,145000,No,1,2006,145000,0,0,0,0,0,0
2006,PROYECTO,ASIA,Filipinas,FUNDACION INTERED. RED DE INTERCAMBIO Y SOLIDARIDAD,INTERED,PROMOCIÓN DEL TEJIDO SOCIAL Y PRODUCTIVO PARA EL DESARROLLO INTEGRAL DE COMUNIDAES RURALES EN CARAGA,06-PR1-229,563271,No,1,2006,563271,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Angola,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,"ACCESO A LA JUSTICIA Y EL EJERCICIO DE LA CIUDADANÍA EN LOS MUNICIPIOS DE CAZENGA, MALANJE, HUAMBO Y KAALA.",06-PR1-051,116914,No,1,2006,116914,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Nicaragua,"FUNDACIO INTERMON OXFAM, FUNDACIO PRIVADA",INTERMON OXFAM,MEJORA DE PRÁCTICAS EN TODA LA CADENA DEL CAFÉ Y EN LA ORGANIZACIÓN DE PEQUEÑOS PRODUCTORES/AS ORIENTADAS AL INCREMENTO DE LA CALIDAD Y RENTABILIDAD,06-PR1-086,121000,No,1,2006,121000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,POTENCIACIÓN DE LAS CAPACIDADES Y AUMENTO DE LOS INGRESOS DE LOS PESCADORES ARTESANALES DEL PARQUE NACIONAL DE ALHUCEMAS A TRAVÉS DE LA MEJORA DE LA C,06-PR1-187,357206,No,1,2006,357206,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Ecuador,INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO,IPADE,"FORTALECIMIENTO DE LOS MUNICIPIOS ALTERNATIVOS DE GIRÓN, S. FERNANDO Y STA. ISABEL MEDIANTE CREACIÓN DE MANCOMUNIDAD PARA GESTIÓN DE RSU, ECUADOR",06-PR1-191,300000,No,1,2006,300000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,INSTITUTO SINDICAL DE COOPERACION AL DESARROLLO (ISCOD),ISCOD,CASA DE LA MUJER TRABAJADORA MARROQUÍ,06-PR1-290,194670,No,1,2006,194670,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,INGENIERIA SIN FRONTERAS - ASOCIACION PARA EL DESARROLLO,ISF,SENSIBILIZACIÓN A LOS PROFESIONALES DE LA INGENIERÍA SOBRE LOS ODM,06-PR1-351,25000,No,1,2006,25000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Argentina,ASOCIACION VALENCIANA DE INGENIERIA SIN FRONTERAS,ISF-VALENCIA,"FORTALECIMIENTO DE CAPACIDADES Y ESTRATEGIAS DE SOBERANÍA ALIMENTARIA EN COMUNIDADES CAMPESINA E INDÍGENAS DE MENDOZA, SANTIAGO DEL ESTERO Y CÓRDOBA (EN AGRUPACIÓN ISF CATALUÑA).",06-PR1-271,150000,No,1,2006,150000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Ecuador,ASOCIACION MENSAJEROS DE LA PAZ,MENSAJEROS DE LA PAZ,FORMACIÓN PARA EDUCADPORES DE NIÑEZ Y ADOLESCENCIA EN RIESGO,06-PR1-306,100000,No,1,2006,100000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,República Dominicana,MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD,MPDL,DESARROLLO DE LA CAPACIDAD PRODUCTIVA Y EMPRESARIAL DE LA POBLACIÓN RURAL DE GALVÁN (DECAPEGA),06-PR1-348,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,MUGARIK GABE ORGANIZACION PARA LA AYUDA Y COOPERACION CON PAISES DEL TERCER MUNDO,MUGARIK GABE,"DIÁLOGOS PARA LA COOPERACIÓN CON LOS PUEBLOS INDÍGENAS. (EN AGRUPACIÓN CON ALMACIGA, ACSUR, ALT. SOL. PLENTY).",06-PR1-063,165776,No,1,2006,165776,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,MUGARIK GABE ORGANIZACION PARA LA AYUDA Y COOPERACION CON PAISES DEL TERCER MUNDO,MUGARIK GABE,FORTALECIMIENTO DEL SISTEMA EDUCATIVO PROPIO INDÍGENA EN EL CAUCA,06-PR1-103,140000,No,1,2006,140000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,ASOCIACION MUNDO COOPERANTE,MUNDO COOPERANTE,"REFORZADOS LOS PROCESOS DE FORMACIÓN, CAPACITACIÓN Y APOYO CREDITICIO PARA POBLACIÓN DESPLAZADA Y VULNERABLE DEL MUNICIPIO DE TURBACO, DEPARTAMENTO DE",06-PR1-365,55201,No,1,2006,55201,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,FUNDACION MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,FORTALECIMIENTO DE CAPACIDADES E INCIDENCIA DE LOS PUEBLOS INDÍGENAS DE COLOMBIA PARA LA PROMOCIÓN Y PUESTA EN PRÁCTICA DE SUS DERECHOS,06-PR1-124,150000,No,1,2006,150000,0,0,0,0,0,0
2006,PROYECTO,SIN DETERMINAR,Sin determinar,FUNDACION MUNDUBAT - MUNDUBAT FUNDAZIOA,MUNDUBAT,CONSOLIDACIÓN DE LA PARTICIPACIÓN ACTIVA DE PAZ Y TERCER MUNDO EN ALIANZAS Y REDES INTERNACIONALES DE ONGS,06-PR1-148,46100,No,1,2006,46100,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Senegal,MUNICIPALISTAS POR LA SOLIDARIDAD Y EL FORTALECIMIENTO INSTITUCIONAL - MUSOL,MUSOL,APOYO AL PROCESO DE DESCENTRALIZACIÓN EN SENEGAL EN LAS COLECTIVIDADES LOCALES,06-PR1-329,82841,No,1,2006,82841,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,"MOVIMENT PER LA PAU - ASSOCIACIO D'OBJETORS DE CONSCIENCIA",MxP,ACOMPAÑAMIENTO A VÍCTIMAS DE MAP Y MUSE EN COLOMBIA,06-PR1-249,79800,No,1,2006,79800,0,0,0,0,0,0
2006,PROYECTO,EUROPA ORIENTAL,Bosnia-Herzegovina,ASOCIACION MUJERES EN ZONA DE CONFLICTO,MZC,REINSERCIÓN SOCIOLABORAL Y SOSTENIMIENTO DE RECURSOS SOCIALES PARA MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO EN LAS PROVINCIAS DE MOSTAR Y NEVESINJE. F2,06-PR1-008,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,ASOCIACION MUJERES EN ZONA DE CONFLICTO,MZC,INTEGRACIÓN DE LAS MUJERES RURALES EN EL TEJIDO PRODUCTIVO DE SUS COMUNIDADES MEDIANTE EL ACCESO A LA CAPACITACIÓN Y EL AUTOEMPLEO. CHEFCHAOUEN,06-PR1-009,200000,No,1,2006,200000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Ecuador,ORGANIZACION DE COOPERACION Y SOLIDARIDAD INTERNACIONAL,OCSI,FORTALECIMIENTO DE LA SEGURIDAD ALIMENTARIA EN LAS COMUNIDADES INDIGENAS DEL CANTON SARAGURO A TRAVES DE LA IMPLEMENTACIÓN DE SISTEMAS DE RIEGO PARA F,06-PR1-054,125000,No,1,2006,125000,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,ORGANIZACION NAVARRA DE AYUDA ENTRE LOS PUEBLOS,ONAY,MEJORA Y AMPLIACIÓN DEL CENTRE DE REEDUCACION POUR DES HANDICAPÉS PHYSIQUES (CRHP),06-PR1-218,326811,No,1,2006,326811,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,República Democrática del Congo,ORGANIZACION NAVARRA DE AYUDA ENTRE LOS PUEBLOS,ONAY,"LUCHA CONTRA EL VIH/SIDA, EL PALUDISMO Y LA TUBERCULOSIS EN EL CENTRE HOSPITALIER MÈRE ET ENFANT",06-PR1-219,490000,No,1,2006,490000,0,0,0,0,0,0
2006,PROYECTO,PAÍSES ÁRABES Y MEDITERRÁNEOS,Marruecos,ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA,PAIDEIA,FORTALECIMIENTO DE LAS CAPACIDADES SOCIALES E INSTITUCIONALES,06-PR1-232,307320,No,1,2006,307320,0,0,0,0,0,0
2006,PROYECTO,ÁFRICA SUBSAHARIANA,Cabo Verde,ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA,PAIDEIA,"FORTALECIMIENTO DE LAS CAPACIDADES SOCIALES, HUMANAS E INSTITUCIONALES",06-PR1-234,261700,No,1,2006,261700,0,0,0,0,0,0
2006,PROYECTO,ESPAÑA,España,ASOCIACION PAZ CON DIGNIDAD,PAZ CON DIGNIDAD,MOSTRAR EL SUR A TRAVÉS DE LA COMUNICACIÓN,06-PR1-032,30000,No,1,2006,30000,0,0,0,0,0,0
2006,PROYECTO,AMÉRICA LATINA,Colombia,ASOCIACION PAZ CON DIGNIDAD,PAZ CON DIGNIDAD,FORTALECIMIENTO DE AUTONOMÍA Y ORGANIZACIÓN DE COMUNIDADES CAMPESINAS EN EL ORIENTE ANTIOQUEÑO. COLOMBIA,06-PR1-243,113988,No,1,2006,113988,0,0,0,0,0,0
2007,PROYECTO,ASIA,Indonesia,CRUZ ROJA ESPAÑOLA,CRUZ ROJA,"AYUDA HUMANITARIA PARA EL RESTABLECIMIENTO DE LOS SERVICIOS BÁSICOS DE AGUA Y SANEAMIENTO PARA LOS AFECTADOS POR EL TERREMOTO DE NIAS, INDONESIA.",07-PR1-108,300000,No,1,2007,300000,0,0,0,0,0,0
